# = BASIC =============================================================
# QUERY:         [lemma="a(n)?"][tag="NN"][lemma="can"][lemma="be"][word="found"]
# CORPUS:        encow16a-nano
# SUBCORPUS:     None
# = CONFIG ============================================================
# MAX_HITS:      -1
# RANDOM_SUBSET: -1
# ATTRIBUTES:    word
# STRUCTURES:    
# REFERENCES:    doc.url
# CONTAINER:     s
# CNT_LEFT:      0
# CNT_RIGHT:     0
# DEDUPING:      True
# = CONCORDANCE TSV ===================================================
doc.url	left.context	match	right.context
http://www.ces.ncsu.edu/fletcher/programs/xmas/ctnotes/ctn023.html	Sometimes	a beetle can be found	inside the shoot , or a second hole where the beetle exited can be found .
http://www.arb.org.uk/professional_standards/regulating_architects/professional_conduct_committee_decisions.php	These are the two " offences " under which	an architect can be found	guilty .
http://www.amfed.org/news/n2002_02.htm	Gold panning is a possibility if	a way can be found	to have a meaningful amount of gold without having the price prohibitively expensive .
http://www.siam.org/news/news.php?id=2154	Information on serving as	a reviewer can be found	at : uriblank .
http://csanet.org/newsletter/aug95/nl089506.html	It seems that	a solution can be found	, but it will require some care and will complicate the process , requiring that a core file with the orientation points be maintained , copied , and used as the base for each subsequent working file of survey data .
http://www.mugsy.org/nowhere.htm	But because	an assistant cannot be found	to work with Michael for more than a few hours each week , he only goes in on Monday and Tuesday mornings .
http://www.randburg.com/is/thorshamar	Sitting lounge and relaxation area with 2 Jacuzzi 's and	a sauna can be found	in the basement of the hotel .
http://www.paintquality.co.uk/Health/regulations.htm		An overview can be found	at the website of The European Environment Agency .
http://www.daviddfriedman.com/Laws_Order_draft/laws_order_epilogue.htm	An adequate theory of transaction costs-although fragments of such	a theory can be found	in chapter 5 and elsewhere .
http://www.jmw.co.uk/services-for-business/business-crime-regulation/articles/corporate-manslaughter-and-corporate-homicide	Interestingly , the requirement of causation seems to conflict with s .18 ; this provides that under the corporate killing offence	an individual cannot be found	guilty as an accessory to the offence .
http://www.abtn.co.uk/feature/1517361-british-airways-outlines-plans-bmi	But this has been " significantly reduced " because of Lufthansa 's failure to sell no-frills subsidiary Bmibaby which BA now intends to shut down in September unless	a buyer can be found	for the business .
http://www.gopetition.co.uk/tag/radio	This means the station will have to cease broadcasting if	an alternative cannot be found	quickly .
http://apublicdefender.com/2012/10/04/supreme-court-hates-disabled-people-and-eats-children-for-lunch-probably	But what the court did say is that under the statute that the prosecutor decided to charge Fourtin with violating , yes , if in fact the victim was capable of physically making her lack of consent known , then	a person cannot be found	guilty .
http://nosuch.com/plum/cgi/showlist.cgi?sort=name%26concise=yes		An example can be found	at uriblank .
http://www.chem4kids.com/files/atom_orbital.html	According to something called quantum theory ,	an electron can be found	anywhere around the nucleus .
http://www.orlutheran.com/html/mlsemt520-3.html	This text has now been the theme of sermons for more than fifteen hundred years , and will continue to be until the day of judgment , before	a person can be found	who fully believes and keeps it .
http://www.indymedia.org.uk/en/2007/02/362865.html	This will be hosted in Reading , at the Rising Sun Arts Centre on March 25th. The venue is 10 minutes walk from the train station and	a map can be found	at : uriblank Parking in Reading is crap - in fact driving in Reading is crap - so try to come by bus or train !
http://www.voltimum.co.uk/news/7940/cm/no-fault-installation---universal-modular-safety-switching-devices-.html		A solution can be found	in universally applicable safety switching devices that can be easily configured using an external switching system .
http://www.spurs.vitalfootball.co.uk/article.asp?a=7511745	Modric is a good player , above average but he 's not as promissing as Bale is and	a replacement can be found	in Europe or abroad ( I suggest Ganso from Santos-Brazil ) .
http://code.tutsplus.com/tutorials/xcode-5-essentials--mobile-20404	Alternatively , you can type a location where	a repository can be found	.
http://www.hatfield-herts.co.uk/features/gtree_sequoia.html		A specimen can be found	growing in the Arboretum at Hatfield House .
http://www.comms4business.co.uk/News.cfm?NewsWK=2%26YearViewed=2010%26Newsmonth=January	Mr Alieu Conteh , chairman of both Vodacom Congo and of CWN , said : " To be compelled to resort to the law in resolving a business dispute is never desirable if	an alternative can be found	, but we feel we have been abused and exploited by Vodacom , and they have refused to take our grievances seriously .
http://www.peakretreats.co.uk/ski/serre-chevalier-1350.htm		A half-pipe can be found	at the bottom of the Aravet gondola in Villeneuve .
http://www.pbs.org/wgbh/aia/part4/4h2931t.html	I call upon the professing Christians , I call upon the philanthropist , I call upon the very tyrant himself , to show me a page of history , either sacred or profane , on which	a verse can be found	, which maintains , that the Egyptians heaped the insupportable insult upon the children of Israel , by telling them that they were not of the human family .
http://openjurist.org/277/f3d/11/united-states-of-america-v-vincent-michael-marino	In Cook , the state appeals court held that	a defendant cannot be found	guilty of a conspiracy if he was simply found to have aided and abetted in the commission of the substantive crime .
http://moz.com/learn/seo/duplicate-content	Whenever content on	a site can be found	at multiple URLs , it should be canonicalized for search engines .
http://www.nwemail.co.uk/news/millom-cemetery-space-crisis-1.992073?referrerPath=news/millom	" While the council 's capital programme includes a sum for the site acquisition , testing and development signs are not encouraging that	an alternative can be found	.
http://www.bestcarehome.co.uk/inspections/view/ashlett-dale-rest-home-15-apr-2010	The manager reported if the resident does not have family members	an advocate can be found	.
http://www.mrcvs.co.uk/en/news-story.php?id=7382	Many breeders and breed clubs have their own version of a puppy contract but APGAW hopes that	a resolution can be found	where only a single contract is used and promoted by all stakeholders .
http://www.cs.cmu.edu/~rgs/avon-XXX.html	There ai n't nobody but	a substitute can be found	for them .
http://www.riverbankcomputing.co.uk/static/Docs/PyQt4/html/qmenu.html	The existing actions held by	a menu can be found	with actions ( ) .
http://www.articledepot.co.uk/article-41640.htm	All of the material you need to create	a website can be found	free online if you do not want to purchase some popular program .
http://www.intratext.com/IXT/ENG0023/_PN.HTM	Now it was shown above ( Q [ 19 ] , A [ 5 ] ) , that we cannot assign any cause of the divine will on the part of the act of willing ; but	a reason can be found	on the part of the things willed ; inasmuch as God wills one thing on account of something else .
http://knitty.com/ISSUEss11/PATTornamental.php		A tutorial can be found	here ; it 's written in Finnish , but the pictures are very helpful .
http://www.nakedcapitalism.com/2011/01/mass-supreme-court-to-consider-whether-buyers-out-of-faulty-foreclosures-actually-own-property.html	* Corporate Liability o Common law method ... + A corporation can be held liable in criminal law . +	A corporation can be found	guilty of a crime requiring specific intent for actions committed by its agent if ...
http://erdgeist.org/arts/software/ezjail		An archive can be found	here .
http://www.vividads.com.au/advertising_services.htm	An LCD stand can be facilitated in the office or expo display situation and	a solution can be found	whether you need a stand-alone display , or prefer your LCD panel to be integrated into a counter or display .
http://cdfgnews.wordpress.com/tag/nrvp	Further information and	an application can be found	on the NRVP website at uriblank .
http://www.chad.co.uk/findit?action=showPlace%26placeid=2104518		A map can be found	at uriblank ...
http://www.cohenmilstein.com/practices.php?PracticeID=5%26view=successes	On August 2 , 2005 , a consolidated amended complaint was filed in the action ,	a copy can be found	here .
http://www.cis.yale.edu/ynhti/curriculum/units/1993/3/93.03.09.x.html	Often	a glossary can be found	in the back of various drama reference books ( see bibliography ) .
http://www.rightsnet.org.uk/forum-archive/indexd8c8.html	If they need a break then this can only be for an hour or so and then only if	a student can be found	to sit in .
http://docs.cryengine.com/display/SDKDOC2/Lightning+Arc		An example can be found	below .
http://bleacherreport.com/articles/1626036-best-rivalry-pranks-in-college-football-history	The top ten best pranks ever pulled by	a rival can be found	here , along with a short list of pranks gone wrong .
http://cwmemory.com/2014/04/29/the-prattville-dragoons-camp-of-sons-of-confederate-veterans-is-heading-for-extinction	As for membership issues , I think that	a model can be found	in churches .
http://www.cosmos.co.uk/balearic-islands/majorca/pollensa-area/pollensa-villas	For your everyday needs ,	a supermarket can be found	close a short drive from all of our Pollensa villas .
http://esdiscuss.org/topic/iterators-generators-finally-and-scarce-resources-was-april-10-2014-meeting-notes	Btw , I still agree that if	a way can be found	to defer this to ES 7 without breaking anything , then or now , we should .
http://esdiscuss.org/topic/iterators-generators-finally-and-scarce-resources-was-april-10-2014-meeting-notes	> Btw , I still agree that * if *	a way can be found	to defer this to ES 7 without breaking anything , then or now , we should .
http://sethares.engr.wisc.edu/html/soundexamples.html	Demonstrates the procedure whereby the tuning of	a piece can be found	from the recording .
http://www.rpg.net/columns/legal/legal9.phtml	Incitement is the act of persuading or encouraging another person to commit a crime , and	a person can be found	guilty and held liable of incitement , even if the actual offence was never committed .
http://news.bbc.co.uk/2/hi/events/crisis_in_the_gulf/road_to_the_brink/216264.stm	Russia and France believe	a solution can be found	to the crisis .
http://www.parliament.the-stationery-office.co.uk/pa/cm200708/cmselect/cmenvaud/76/76we03.htm		A summary can be found	at : uriblank and the full report at : uriblank .
http://www.escouts.org.uk/forum/threads/20961-Scouting-welcomes-royal-volunteer/page6?s=b2817dccf48372884b655c626ae01877	even such	a person can be found	a role in scouting .
http://www.notolls.org.uk/skat/news57.htm	Details on how to carry our	a non-payment can be found	here .
http://www.times-series.co.uk/news/9937243.Library_activists___We_re_not_squatters__we_re_licensees_/?ref=rss	We have had numerous meetings , phone calls and emails with the council and we are negotiating until	a solution can be found	.
# = STATS =============================================================
# HITS:          217
# DUPLICATES:    6
# QUERY TIME:    2020-02-18 09:01:17
# ELAPSED:       5.86348390579 s
# =====================================================================
